	log_likelihood
16149	329.83722
16150	250.42783
16151	237.08249
16152	277.32684
16153	313.98108
16154	316.12506
16155	219.91934
16156	289.6835
16157	306.82706
16158	309.27652
16159	319.60577
16160	260.67096
16161	259.94907
16162	221.11784
16163	321.39166
16164	229.6976
16165	286.00897
16166	220.39507
16167	292.0263
16168	312.30072
16169	292.43414
16170	292.8027
16171	298.29547
16172	254.26909
16173	264.28302
16174	311.80664
16175	266.90424
16176	290.52765
16177	240.16806
16178	264.24268
16179	300.16962
16180	256.3409
16181	282.28125
16182	293.39005
16183	308.87296
16184	304.32343
16185	302.4428
16186	222.85664
16187	248.56396
16188	217.2944
16189	283.534
16190	287.8811
16191	288.8321
16192	317.83115
16193	294.07074
16194	296.9571
16195	309.7413
16196	306.03137
16197	294.20703
16198	255.26974
16199	317.16904
16200	302.05475
16201	306.4914
16202	247.16904
16203	250.46619
16204	286.55136
16205	211.19234
16206	300.72214
16207	283.99582
16208	247.3514
16209	258.4519
16210	273.4735
16211	274.7141
16212	311.15997
16213	280.60294
16214	254.28305
16215	211.69919
16216	316.62875
16217	274.84537
16218	303.08865
16219	329.14487
16220	242.65279
16221	241.51656
16222	294.0474
16223	308.866
16224	283.0959
16225	281.61035
16226	210.75713
16227	280.93744
16228	294.47284
16229	275.41608
16230	315.53485
16231	253.62656
16232	303.67108
16233	254.7568
16234	223.31778
16235	279.67447
16236	301.81268
16237	247.7867
16238	252.18594
16239	300.49506
16240	313.25095
16241	321.40967
16242	248.83623
16243	248.02133
16244	286.62592
16245	310.00528
16246	307.73898
16247	296.96982
16248	288.3419
16249	300.75266
16250	300.56787
16251	253.61612
16252	254.80925
16253	284.2813
16254	247.06255
16255	291.75287
16256	254.34175
16257	315.46014
16258	304.19424
16259	285.77237
16260	303.37714
16261	283.067
16262	254.9036
16263	305.41602
16264	278.24414
16265	262.18835
16266	275.64938
16267	292.16187
16268	299.0047
16269	240.62505
16270	323.0529
16271	239.30875
16272	287.67032
16273	327.84784
16274	216.9152
16275	296.3332
16276	286.77582
16277	290.5103
16278	302.78964
16279	298.43262
16280	301.9633
16281	298.26242
16282	200.08769
16283	308.7436
16284	263.63666
16285	278.3625
16286	287.25137
16287	243.77654
16288	295.57455
16289	241.51086
16290	227.58675
16291	297.02002
16292	291.14856
16293	283.21796
16294	318.04468
16295	292.94342
16296	266.79474
16297	283.01273
16298	288.77975
16299	272.9523
16300	280.92447
16301	284.1369
16302	313.67056
16303	301.69202
16304	217.18062
16305	286.42612
16306	310.8542
16307	264.69257
16308	307.22992
16309	248.0175
16310	342.17813
16311	278.14874
16312	266.25204
16313	253.94128
16314	222.61002
16315	282.10358
16316	296.61188
16317	238.02287
16318	250.14676
16319	260.10602
16320	283.86957
16321	319.95944
16322	287.4946
16323	302.1732
16324	280.2927
16325	244.37883
16326	286.71613
16327	309.464
16328	288.53613
16329	326.98346
16330	288.97696
16331	290.09882
16332	309.24606
16333	312.89752
16334	320.7229
16335	271.91583
16336	224.4019
16337	235.5588
16338	289.3887
16339	242.83833
16340	262.19922
16341	248.39883
16342	299.72217
16343	298.66827
16344	294.2918
16345	315.6845
16346	262.69952
16347	294.81857
16348	313.1489
16349	228.66377
16350	274.99896
16351	203.87756
16352	290.2521
16353	231.94756
16354	328.89352
16355	303.90613
16356	320.63147
16357	300.7395
16358	245.76279
16359	275.654
16360	303.0467
16361	311.38495
16362	282.51288
16363	273.1582
16364	248.47168
16365	287.53607
16366	273.57233
16367	311.48706
16368	320.8373
16369	318.51105
16370	299.4624
16371	318.82913
16372	306.98547
16373	221.60469
16374	299.92023
16375	279.17673
16376	305.90683
16377	275.42316
16378	309.38013
16379	313.93942
16380	300.47168
16381	241.47488
16382	319.86176
16383	230.54785
16384	251.82549
16385	260.29272
16386	280.49307
16387	304.7476
16388	291.5392
16389	299.26703
16390	313.1212
16391	288.10938
16392	315.85162
16393	316.31952
16394	263.40118
16395	316.38867
16396	314.93677
16397	307.2093
16398	324.18024
16399	278.0491
16400	309.29712
16401	295.92416
16402	290.3587
16403	231.99089
16404	320.909
16405	274.77277
16406	300.48102
16407	283.08563
16408	330.9848
16409	320.03613
16410	278.19666
16411	279.53296
16412	287.02148
16413	257.7845
16414	309.6813
16415	286.2845
16416	280.68042
16417	287.1879
16418	287.15057
16419	278.14215
16420	282.61246
16421	341.86807
16422	268.99493
16423	257.2904
16424	309.02496
16425	310.7348
16426	306.8122
16427	160.93787
16428	278.94754
16429	242.96407
16430	281.0245
16431	275.8454
16432	288.4177
16433	215.24881
16434	319.41428
16435	302.39435
16436	300.66217
16437	293.2453
16438	310.00848
16439	265.40756
16440	279.27332
16441	300.29718
16442	306.68457
16443	310.76462
16444	248.87723
16445	238.665
16446	232.31168
16447	325.75476
16448	301.722
16449	305.5106
16450	319.27423
16451	290.39233
16452	282.03632
16453	276.1646
16454	278.6597
16455	235.18794
16456	313.03745
16457	252.9094
16458	248.13284
16459	268.97763
16460	285.85358
16461	296.1585
16462	331.43
16463	264.89676
16464	279.9281
16465	324.22247
16466	286.5257
16467	311.5305
16468	256.6182
16469	296.26434
16470	304.8155
16471	305.3868
16472	290.9876
16473	321.1087
16474	301.75116
16475	295.47174
16476	281.03714
16477	309.6784
16478	296.85074
16479	295.3656
16480	297.85965
16481	256.71158
16482	296.4752
16483	271.5181
16484	319.99396
16485	298.35596
16486	305.0187
16487	235.43954
16488	319.4484
16489	311.76553
16490	310.8824
16491	314.88556
16492	236.7012
16493	309.71545
16494	283.69244
16495	235.60942
16496	329.4807
16497	239.06538
16498	207.36438
16499	330.68268
16500	270.69855
16501	311.2922
16502	287.34674
16503	327.63705
16504	292.29926
16505	249.6453
16506	240.47139
16507	301.63623
16508	316.9638
16509	296.26907
16510	227.79143
16511	290.6918
16512	253.69002
16513	306.8814
16514	235.3846
16515	273.96103
16516	235.56328
16517	306.73206
16518	318.51144
16519	299.4805
16520	272.62466
16521	280.96088
16522	301.63342
16523	193.56833
16524	291.0611
16525	300.80005
16526	229.62515
16527	249.22502
16528	310.6933
16529	279.31464
16530	282.93634
16531	284.95856
16532	277.29312
16533	274.5468
16534	316.00244
16535	327.8242
16536	269.55148
16537	274.86053
16538	302.03995
16539	228.02434
16540	307.0547
16541	281.50195
16542	288.58975
16543	316.62308
16544	274.73267
16545	292.68796
16546	263.1837
16547	293.66354
16548	285.15308
16549	230.77974
16550	254.44868
16551	288.24445
16552	328.4218
16553	305.15906
16554	294.42715
16555	308.31296
16556	286.0599
16557	247.05305
16558	254.71968
16559	305.86465
16560	283.96967
16561	234.85922
16562	297.2702
16563	230.17148
16564	329.00632
16565	290.7984
16566	280.04596
16567	258.66364
16568	272.9842
16569	281.85864
16570	302.23724
16571	312.85132
16572	267.5921
16573	297.30902
16574	286.90204
16575	309.1461
16576	296.55347
16577	287.5103
16578	288.72137
16579	303.3418
16580	232.3641
16581	226.30576
16582	273.34146
16583	235.52827
16584	254.56194
16585	297.89117
16586	258.3648
16587	319.99536
16588	283.60742
16589	245.22952
16590	274.85263
16591	318.7146
16592	268.33673
16593	185.51704
16594	297.46292
16595	291.92914
16596	298.97562
16597	290.4223
16598	295.03787
16599	249.94717
16600	223.43958
16601	306.63315
16602	263.35406
16603	241.20161
16604	280.71295
16605	305.37393
16606	228.84927
16607	309.0227
16608	316.15125
16609	301.04572
16610	286.50055
16611	280.97864
16612	284.222
16613	310.34552
16614	295.79605
16615	302.99384
16616	286.3798
16617	301.5966
16618	270.90805
16619	327.22498
16620	266.1253
16621	275.148
16622	242.36052
16623	241.54497
16624	262.262
16625	315.80927
16626	281.3004
16627	319.5455
16628	294.64822
16629	263.93158
16630	282.01508
16631	278.26886
16632	284.6093
16633	308.3948
16634	275.5733
16635	288.63434
16636	283.70334
16637	312.57327
16638	281.53064
16639	234.46452
16640	315.46094
16641	262.22748
16642	316.01273
16643	258.60608
16644	318.8304
16645	268.7608
16646	289.45044
16647	265.33063
16648	242.38184
16649	271.36597
16650	302.40143
16651	276.39484
16652	314.61066
16653	103.575645
16654	260.93033
16655	277.3622
16656	245.36128
16657	287.45557
16658	258.5623
16659	289.57733
16660	203.79257
16661	267.43448
16662	287.36383
16663	298.25732
16664	284.7848
16665	323.29288
16666	290.6305
16667	277.79633
16668	262.36606
16669	255.80258
16670	312.47086
16671	306.0038
16672	288.18494
16673	282.22153
16674	283.81705
16675	308.43976
16676	290.2153
16677	269.45538
16678	255.56099
16679	250.61406
16680	274.74866
16681	290.24478
16682	218.16501
16683	283.27228
16684	307.38504
16685	289.22922
16686	311.19382
16687	321.24884
16688	277.61725
16689	240.64038
16690	237.26907
16691	322.72745
16692	285.90308
16693	251.61826
16694	284.45636
16695	282.34253
16696	285.0681
16697	201.05757
16698	297.3956
16699	304.77274
16700	296.69275
16701	295.9831
16702	151.94989
16703	273.09103
16704	295.03738
16705	314.4367
16706	195.46172
16707	253.44315
16708	287.35147
16709	294.1154
16710	200.7674
16711	289.66882
16712	266.02158
16713	297.21713
16714	287.4433
16715	262.0875
16716	172.74309
16717	299.87567
16718	311.9926
16719	303.23157
16720	271.03308
16721	291.6653
16722	313.12875
16723	281.2573
16724	280.6328
16725	286.05032
16726	228.80635
16727	213.98946
16728	275.80624
16729	307.38687
16730	284.94992
16731	224.69742
16732	280.68198
16733	303.08466
16734	293.6967
16735	310.93802
16736	265.25238
16737	276.9172
16738	272.06512
16739	303.38895
16740	319.13785
16741	231.54483
16742	293.82663
16743	289.83636
16744	273.47125
16745	320.3999
16746	314.425
16747	288.458
16748	270.92538
16749	259.2417
16750	226.61804
16751	284.19073
16752	319.71664
16753	281.6812
16754	297.23077
16755	289.35312
16756	236.9501
16757	286.2608
16758	279.17163
16759	311.4533
16760	255.52519
16761	312.176
16762	290.50836
16763	298.42657
16764	236.23198
16765	294.62088
16766	314.17523
16767	320.71466
16768	294.8694
16769	307.14352
16770	233.85928
16771	319.55627
16772	219.95035
16773	293.46417
16774	308.32294
16775	290.28574
16776	296.12378
16777	315.79272
16778	285.79834
16779	328.2054
16780	313.36154
16781	280.0879
16782	329.69452
16783	291.96906
16784	285.8205
16785	278.2404
16786	242.10689
16787	288.3207
16788	219.53867
16789	295.87686
16790	289.03864
16791	313.32776
16792	293.92758
16793	271.70322
16794	293.25668
16795	271.09534
16796	255.55867
16797	256.81717
16798	293.5838
16799	308.14166
16800	305.43097
16801	301.88605
16802	293.86206
16803	325.76093
16804	298.24966
16805	310.78827
16806	197.43478
16807	304.54416
16808	304.29398
16809	309.21796
16810	291.1559
16811	295.03174
16812	281.23917
16813	332.75534
16814	242.90503
16815	320.52716
16816	260.96027
16817	242.64738
16818	306.04874
16819	311.08292
16820	284.7374
16821	252.68523
16822	314.22488
16823	270.5676
16824	160.62688
16825	277.88458
16826	305.25653
16827	324.76837
16828	297.96417
16829	306.46237
16830	285.5808
16831	274.78693
16832	326.5538
16833	276.99106
16834	281.1539
16835	323.1935
16836	275.65768
16837	225.40054
16838	304.096
16839	302.8555
16840	286.95532
16841	274.23138
16842	295.922
16843	223.67656
16844	304.2035
16845	291.3098
16846	287.1335
16847	321.33728
16848	302.17612
16849	292.26068
16850	281.31366
16851	203.49063
16852	270.34332
16853	319.30597
16854	293.0713
16855	320.40656
16856	270.00186
16857	274.93808
16858	274.44025
16859	297.60397
16860	312.2347
16861	312.521
16862	239.0687
16863	291.79034
16864	308.05872
16865	293.26733
16866	308.24518
16867	293.74246
16868	216.68643
16869	297.86432
16870	256.5879
16871	315.88336
16872	307.5889
16873	230.023
16874	271.01648
16875	278.49933
16876	287.8037
16877	158.32751
16878	304.3026
16879	307.7318
16880	288.40063
16881	296.35992
16882	274.2249
16883	238.07755
16884	288.10553
16885	271.6682
16886	206.53574
16887	286.1375
16888	290.44122
16889	265.1192
16890	322.50772
16891	273.63168
16892	292.15845
16893	237.10677
16894	246.82925
16895	303.00143
16896	312.74274
16897	242.41936
16898	262.7469
16899	294.39948
16900	249.16415
16901	324.17926
16902	290.01788
16903	230.42526
16904	293.65604
16905	313.848
16906	249.73747
16907	286.61905
16908	296.16498
16909	303.68262
16910	318.70752
16911	277.00415
16912	305.45782
16913	282.22626
16914	179.29027
16915	291.4445
16916	287.21548
16917	304.8556
16918	294.49948
16919	286.77658
16920	275.7652
16921	302.28925
16922	302.921
16923	271.81757
16924	299.76495
16925	312.3187
16926	233.80957
16927	299.897
16928	283.5302
16929	211.98445
16930	286.25644
16931	293.90472
16932	228.25354
16933	287.33606
16934	293.07413
16935	294.23102
16936	288.5804
16937	299.44516
16938	304.01596
16939	251.50993
16940	290.82114
16941	278.11197
16942	285.95972
16943	188.95279
16944	261.81235
16945	248.40544
16946	299.3687
16947	229.2166
16948	283.10712
16949	320.29807
16950	242.70859
16951	291.31122
16952	277.6194
16953	234.58015
16954	300.5548
16955	281.87482
16956	280.50943
16957	298.55508
16958	303.66498
16959	301.53912
16960	290.34436
16961	298.27512
16962	219.38248
16963	317.9394
16964	319.42853
16965	300.2609
16966	289.67487
16967	316.84332
16968	316.8315
16969	237.57024
16970	267.55963
16971	309.96674
16972	237.47554
16973	290.32294
16974	176.49826
16975	300.62372
16976	289.89526
16977	266.64386
16978	305.91962
16979	282.84677
16980	292.33157
16981	275.15903
16982	269.2574
16983	278.6098
16984	274.7557
16985	289.14804
16986	255.57368
16987	286.5671
16988	297.9743
16989	282.65472
16990	245.98103
16991	174.8804
16992	263.32535
16993	281.87268
16994	325.49747
16995	274.0229
16996	270.09677
16997	249.30302
16998	323.4546
16999	312.94308
17000	294.57895
17001	318.95157
17002	233.40213
17003	297.97247
17004	300.68524
17005	147.0815
17006	302.2137
17007	292.89334
17008	282.48663
17009	283.577
17010	279.16632
17011	299.44873
17012	288.4358
17013	295.16803
17014	275.93677
17015	300.20474
17016	306.02997
17017	311.90158
17018	308.6232
17019	281.3839
17020	291.14752
17021	244.9025
17022	229.9559
17023	268.8296
17024	304.16156
17025	298.51422
17026	281.0396
17027	202.7789
17028	301.0285
17029	291.12482
17030	268.94458
17031	280.56985
17032	282.93515
17033	275.44806
17034	263.48083
17035	286.52695
17036	284.03802
17037	286.72617
17038	283.03143
17039	280.338
17040	318.73795
17041	312.22278
17042	285.59634
17043	290.00134
17044	312.31284
17045	300.49594
17046	318.91785
17047	279.93854
17048	306.18103
17049	297.46027
17050	280.36417
17051	281.9466
17052	319.33188
17053	292.28232
17054	266.21225
17055	253.46684
17056	262.7437
17057	285.32196
17058	285.67123
17059	280.76544
17060	230.91528
17061	313.0309
17062	237.93938
17063	298.29523
17064	275.74963
17065	272.45807
17066	313.05975
17067	305.09448
17068	276.38077
17069	228.39551
17070	274.55383
17071	299.84735
17072	315.46246
17073	301.22382
17074	281.67847
17075	307.56436
17076	206.34778
17077	251.62833
17078	282.59457
17079	285.26813
17080	325.7896
17081	325.4027
17082	265.47824
17083	288.32098
17084	320.43738
17085	326.6694
17086	277.54047
17087	304.41055
17088	289.84116
17089	263.86548
17090	280.1319
17091	294.80328
17092	295.77737
17093	302.7823
17094	302.90204
17095	272.2639
17096	250.74307
17097	268.48663
17098	216.36975
17099	280.3356
17100	239.58032
17101	257.54825
17102	302.88623
17103	276.02338
17104	285.10138
17105	320.73535
17106	307.50372
17107	287.82697
17108	295.6893
17109	289.29062
17110	301.49713
17111	295.32812
17112	312.72778
17113	282.59357
17114	277.33282
17115	286.88812
17116	293.45233
17117	259.0367
17118	320.10406
17119	335.51746
17120	221.76704
17121	270.55902
17122	304.46198
17123	313.81256
17124	307.49805
17125	281.54376
17126	302.56647
17127	273.76694
17128	253.13835
17129	320.6999
17130	306.17523
17131	310.68582
17132	282.80206
17133	293.76233
17134	278.39886
17135	317.45248
17136	279.20685
17137	290.19302
17138	292.0857
17139	278.55746
17140	210.89229
17141	294.2865
17142	311.37543
17143	243.09282
17144	288.56134
17145	139.147
17146	293.74493
17147	255.62703
17148	266.7782
17149	286.7439
17150	287.70407
17151	319.27682
17152	287.78098
17153	291.13043
17154	281.9574
17155	319.41403
17156	310.2626
17157	178.14955
17158	268.10382
17159	220.18086
17160	284.50394
17161	303.72336
17162	318.15814
17163	264.64972
17164	265.2957
17165	330.37985
17166	289.56427
17167	222.69624
17168	265.51114
17169	232.23921
17170	262.77435
17171	307.22092
17172	276.02393
17173	295.0081
17174	279.3886
17175	278.79657
17176	321.31012
17177	281.09033
17178	301.18112
17179	293.79266
17180	284.94052
17181	301.94928
17182	305.94095
17183	292.10114
17184	267.65726
17185	257.8085
17186	283.04214
17187	296.51593
17188	283.48795
17189	332.4783
17190	314.0702
17191	257.87537
17192	300.8638
17193	293.1891
17194	317.4223
17195	297.34253
17196	304.95547
17197	290.3663
17198	288.1897
17199	294.20358
17200	251.07266
17201	273.04205
17202	281.11227
17203	249.5267
17204	281.68762
17205	306.64624
17206	269.13058
17207	267.29214
17208	279.83423
17209	299.24268
17210	280.99344
17211	307.51138
17212	307.42487
17213	298.2885
17214	287.25763
17215	270.38803
17216	276.47598
17217	295.98462
17218	297.61905
17219	225.38882
17220	312.71585
17221	305.80634
17222	282.78192
17223	210.26286
17224	299.8832
17225	256.951
17226	265.41974
17227	236.13455
17228	288.50357
17229	290.15457
17230	197.0892
17231	215.89326
17232	280.58014
17233	250.27754
17234	325.70905
17235	291.67535
17236	277.34442
17237	301.52994
17238	277.26105
17239	255.74509
17240	303.64835
17241	287.48013
17242	239.64507
17243	272.73285
17244	295.8189
17245	292.12344
17246	285.02756
17247	263.60345
17248	276.1508
17249	208.04105
17250	210.30554
17251	241.92976
17252	308.75397
17253	295.1874
17254	296.05695
17255	316.28864
17256	300.9783
17257	288.87845
17258	285.4996
17259	270.5219
